order_id;order_date;customer_id;employee_id;shipper_id;product_id;sales;costs;profit;quantity;discount;freight
10298;12/2/2009;37;2;2;62;420,00;362,88;57,12;15;0,00;78,52
10300;12/6/2009;49;6;1;66;596,70;515,76;80,94;30;0,00;71,44
10300;12/6/2009;49;6;1;68;225,40;194,75;30,65;20;0,00;71,44
10276;1/5/2010;80;1;3;10;103,80;89,68;14,12;15;0,00;22,95
10276;1/5/2010;80;1;3;13;274,50;237,17;37,33;10;0,00;22,95
10338;1/22/2010;1;8;2;17;524,80;453,43;71,37;20;0,00;52,33
10338;1/22/2010;1;8;2;30;381,00;329,18;51,82;15;0,00;52,33
10339;1/25/2010;51;1;3;4;213,20;184,20;29,00;10;0,00;58,76
10339;1/25/2010;51;1;3;17;1797,81;1479,34;318,47;70;85,61;58,76
10339;1/25/2010;51;1;3;62;857,08;740,52;116,56;28;0,00;58,76
10344;1/29/2010;89;2;2;4;727,30;628,39;98,91;35;0,00;22,69
10344;1/29/2010;89;2;2;8;1697,50;1222,68;474,82;70;339,50;22,69
10347;2/3/2010;21;2;2;25;132,10;114,13;17,97;10;0,00;28,29
10347;2/3/2010;21;2;2;39;3376,40;2536,70;839,70;50;440,40;28,29
10347;2/3/2010;21;2;2;40;68,00;58,75;9,25;4;0,00;28,29
10347;2/3/2010;21;2;2;75;53,48;40,18;13,30;6;6,97;28,29
10351;2/8/2010;42;1;3;38;1575,84;1296,69;279,15;20;75,04;65,12
10351;2/8/2010;42;1;3;41;135,46;117,04;18,42;13;0,00;65,12
10351;2/8/2010;42;1;3;44;5961,88;4905,77;1056,11;77;283,90;65,12
10351;2/8/2010;42;1;3;65;105,84;87,09;18,75;10;5,04;65,12
10362;2/22/2010;44;8;2;25;752,00;649,73;102,27;50;0,00;40,91
10362;2/22/2010;44;8;2;51;2195,80;1897,17;298,63;20;0,00;40,91
10362;2/22/2010;44;8;2;54;889,68;768,68;121,00;24;0,00;40,91
10364;2/23/2010;19;2;2;69;61,50;53,14;8,36;30;0,00;33,65
10364;2/23/2010;19;2;2;71;148,65;128,43;20,22;5;0,00;33,65
10365;2/24/2010;3;2;2;11;707,52;611,30;96,22;24;0,00;35,04
10366;2/25/2010;29;4;1;65;45,60;39,40;6,20;5;0,00;23,84
10366;2/25/2010;29;4;1;77;63,55;54,91;8,64;5;0,00;23,84
10368;2/26/2010;73;3;2;21;57,91;45,49;12,42;5;5,26;67,63
10368;2/26/2010;73;3;2;28;678,82;533,18;145,64;13;61,71;67,63
10368;2/26/2010;73;3;2;57;451,25;389,88;61,37;25;0,00;67,63
10368;2/26/2010;73;3;2;64;1245,09;977,96;267,13;35;113,19;67,63
10369;2/28/2010;75;1;3;29;2355,60;2035,24;320,36;20;0,00;57,37
10369;2/28/2010;75;1;3;56;886,95;613,06;273,89;18;177,39;57,37
10371;2/28/2010;41;4;1;36;55,94;40,28;15,66;6;9,32;66,09
10375;3/3/2010;23;6;1;14;323,85;279,81;44,04;15;0,00;70,91
10375;3/3/2010;23;6;1;54;329,50;284,69;44,81;10;0,00;70,91
10323;3/4/2010;39;3;2;15;30,60;26,44;4,16;5;0,00;73,01
10323;3/4/2010;39;3;2;25;57,36;49,56;7,80;4;0,00;73,01
10323;3/4/2010;39;3;2;39;244,84;211,54;33,30;4;0,00;73,01
10377;3/6/2010;32;1;3;28;947,14;711,59;235,55;20;123,54;49,19
10377;3/6/2010;32;1;3;39;1374,94;1033,00;341,94;20;179,34;49,19
10327;3/8/2010;19;3;2;2;576,60;415,15;161,45;25;96,10;65,53
10327;3/8/2010;19;3;2;11;1746,00;1257,12;488,88;50;291,00;65,53
10327;3/8/2010;19;3;2;30;1008,84;726,36;282,48;35;168,14;65,53
10350;3/8/2010;37;3;2;50;272,08;213,71;58,37;15;24,73;67,66
10327;3/8/2010;19;3;2;58;1582,92;1139,70;443,22;30;263,82;65,53
10350;3/8/2010;37;3;2;69;36,23;28,46;7,77;18;3,29;67,66
10271;3/9/2010;37;2;2;33;577,44;498,91;78,53;24;0,00;62,31
10280;3/11/2010;5;3;2;24;51,00;44,06;6,94;12;0,00;38,06
10280;3/11/2010;5;3;2;55;849,40;733,88;115,52;20;0,00;38,06
10280;3/11/2010;5;3;2;75;216,30;186,88;29,42;30;0,00;38,06
10329;3/12/2010;75;1;3;19;89,25;80,38;8,87;10;4,25;75,98
10329;3/12/2010;75;1;3;30;206,72;170,10;36,62;8;9,84;75,98
10329;3/12/2010;75;1;3;38;1624,56;1336,78;287,78;20;77,36;75,98
10329;3/12/2010;75;1;3;56;505,64;416,07;89,57;12;24,08;75,98
10379;3/12/2010;61;2;2;41;82,10;64,49;17,61;8;7,46;62,83
10379;3/12/2010;61;2;2;63;358,16;281,32;76,84;16;32,56;62,83
10379;3/12/2010;61;2;2;65;220,00;172,80;47,20;20;20,00;62,83
10381;3/19/2010;46;2;2;74;428,26;354,60;73,66;14;0,00;45,81
10382;3/20/2010;19;3;2;5;179,84;148,91;30,93;32;0,00;72,13
10382;3/20/2010;19;3;2;18;241,02;199,56;41,46;9;0,00;72,13
10382;3/20/2010;19;3;2;29;1811,32;1499,77;311,55;14;0,00;72,13
10382;3/20/2010;19;3;2;33;1649,40;1365,70;283,70;60;0,00;72,13
10382;3/20/2010;19;3;2;74;1360,50;1126,49;234,01;50;0,00;72,13
10384;3/27/2010;5;2;2;20;2422,28;2015,97;406,31;28;0,00;66,07
10384;3/27/2010;5;2;2;60;79,80;66,07;13,73;15;0,00;66,07
10405;4/3/2010;47;2;2;3;924,00;791,66;132,34;50;0,00;75,65
10407;4/4/2010;56;8;2;11;765,60;633,92;131,68;30;0,00;55,48
10407;4/4/2010;56;8;2;69;31,65;26,21;5,44;15;0,00;55,48
10407;4/4/2010;56;8;2;71;484,95;401,54;83,41;15;0,00;55,48
10564;4/7/2010;42;1;3;17;422,35;325,81;96,54;16;20,11;35,94
10564;4/7/2010;42;1;3;31;48,51;37,42;11,09;6;2,31;35,94
10410;4/7/2010;10;1;3;33;1272,04;1053,25;218,79;49;0,00;25,49
10564;4/7/2010;42;1;3;55;930,56;717,86;212,70;25;44,31;35,94
10410;4/7/2010;10;1;3;59;149,12;123,47;25,65;16;0,00;25,49
10414;4/11/2010;21;3;2;19;166,32;131,16;35,16;18;7,92;73,13
10414;4/11/2010;21;3;2;33;1290,50;1107,48;183,02;50;0,00;73,13
10415;4/12/2010;37;3;2;17;45,34;37,54;7,80;2;0,00;29,01
10415;4/12/2010;37;3;2;33;516,80;464,81;51,99;20;0,00;29,01
10422;4/19/2010;27;6;1;26;56,66;46,91;9,75;2;0,00;65,54
10524;4/28/2010;5;3;2;10;14,98;12,40;2,58;2;0,00;55,42
10524;4/28/2010;5;3;2;30;272,50;225,63;46,87;10;0,00;55,42
10524;4/28/2010;5;3;2;43;780,00;645,84;134,16;60;0,00;55,42
10524;4/28/2010;5;3;2;54;513,45;425,14;88,31;15;0,00;55,42
10432;4/28/2010;23;6;1;26;300,40;248,73;51,67;10;0,00;64,82
10432;4/28/2010;23;6;1;54;1364,80;1130,05;234,75;40;0,00;64,82
10343;4/28/2010;44;8;2;64;1697,50;1466,64;230,86;50;0,00;60,85
10343;4/28/2010;44;8;2;68;48,51;39,92;8,59;4;2,31;60,85
10343;4/28/2010;44;8;2;76;5862,30;5065,03;797,27;15;0,00;60,85
10559;5/2/2010;7;4;1;41;109,87;84,76;25,11;12;5,23;34,85
10559;5/2/2010;7;4;1;55;736,34;568,04;168,30;18;35,06;34,85
10449;5/15/2010;7;4;1;10;97,86;81,03;16,83;14;0,00;51,48
10449;5/15/2010;7;4;1;52;1759,60;1456,95;302,65;20;0,00;51,48
10449;5/15/2010;7;4;1;62;1044,40;892,94;151,46;35;0,00;51,48
10431;5/27/2010;32;1;3;17;1585,63;1050,32;535,31;50;317,13;56,71
10431;5/27/2010;32;1;3;40;1118,75;741,06;377,69;50;223,75;56,71
10431;5/27/2010;32;1;3;47;1012,13;670,43;341,70;30;202,43;56,71
10435;6/1/2010;16;2;2;2;200,50;166,01;34,49;10;0,00;29,06
10435;6/1/2010;16;2;2;22;45,00;37,26;7,74;12;0,00;29,06
10435;6/1/2010;16;2;2;72;126,00;104,33;21,67;10;0,00;29,06
10466;6/3/2010;15;2;2;11;257,30;217,89;39,41;10;0,00;77,44
10466;6/3/2010;15;2;2;46;59,25;49,06;10,19;5;0,00;77,44
10467;6/3/2010;49;6;1;24;128,80;116,14;12,66;28;0,00;34,95
10467;6/3/2010;49;6;1;25;161,52;146,00;15,52;12;0,00;34,95
10441;6/7/2010;32;1;3;27;2212,50;1831,95;380,55;50;0,00;72,69
10440;6/7/2010;37;3;2;2;1046,39;753,40;292,99;45;136,49;73,65
10469;6/7/2010;89;3;2;2;807,76;581,59;226,17;40;105,36;61,04
10440;6/7/2010;37;3;2;16;520,67;374,89;145,78;49;67,91;73,65
10469;6/7/2010;89;3;2;16;384,79;277,05;107,74;35;50,19;61,04
10440;6/7/2010;37;3;2;29;3564,54;2566,47;998,07;24;464,94;73,65
10469;6/7/2010;89;3;2;44;156,81;112,91;43,90;2;20,45;61,04
10440;6/7/2010;37;3;2;61;2685,82;1933,79;752,03;90;350,32;73,65
10471;6/8/2010;11;2;2;7;1192,20;1023,52;168,68;30;0,00;26,66
10471;6/8/2010;11;2;2;56;796,40;659,42;136,98;20;0,00;26,66
10442;6/8/2010;37;3;2;11;919,20;761,10;158,10;30;0,00;23,33
10470;6/8/2010;37;3;2;18;755,70;654,32;101,38;30;0,00;72,95
10470;6/8/2010;37;3;2;23;133,65;110,66;22,99;15;0,00;72,95
10442;6/8/2010;37;3;2;54;2913,60;2412,46;501,14;80;0,00;23,33
10470;6/8/2010;37;3;2;64;291,12;241,05;50,07;8;0,00;72,95
10442;6/8/2010;37;3;2;66;1168,80;967,77;201,03;60;0,00;23,33
10472;6/9/2010;23;6;1;24;351,96;281,69;70,27;80;16,76;61,00
10472;6/9/2010;23;6;1;51;1632,42;1351,64;280,78;18;0,00;61,00
10443;6/9/2010;73;9;2;11;192,31;132,70;59,61;6;32,05;76,16
10443;6/9/2010;73;9;2;28;522,24;432,41;89,83;12;0,00;76,16
10473;6/10/2010;38;3;2;33;319,08;264,20;54,88;12;0,00;37,32
10473;6/10/2010;38;3;2;71;391,44;324,11;67,33;12;0,00;37,32
10446;6/11/2010;82;1;3;19;122,23;92,01;30,22;12;11,11;40,45
10446;6/11/2010;82;1;3;24;92,62;69,72;22,90;20;8,42;40,45
10446;6/11/2010;82;1;3;31;27,29;20,54;6,75;3;2,48;40,45
10446;6/11/2010;82;1;3;52;1266,54;953,36;313,18;15;115,14;40,45
10476;6/14/2010;35;3;2;55;79,04;62,33;16,71;2;3,76;60,61
10476;6/14/2010;35;3;2;70;313,68;259,73;53,95;12;0,00;60,61
10448;6/14/2010;79;8;2;26;195,18;161,61;33,57;6;0,00;67,50
10448;6/14/2010;79;8;2;40;373,00;308,84;64,16;20;0,00;67,50
10479;6/16/2010;63;8;2;38;2492,10;2063,46;428,64;30;0,00;30,01
10479;6/16/2010;63;8;2;53;1833,16;1517,86;315,30;28;0,00;30,01
10479;6/16/2010;63;8;2;59;493,20;408,37;84,83;60;0,00;30,01
10479;6/16/2010;63;8;2;64;1044,90;865,18;179,72;30;0,00;30,01
10480;6/17/2010;23;6;1;47;780,30;646,09;134,21;30;0,00;26,41
10480;6/17/2010;23;6;1;59;97,68;80,88;16,80;12;0,00;26,41
10421;6/18/2010;61;2;2;19;42,04;30,27;11,77;4;5,48;31,83
10421;6/18/2010;61;2;2;26;955,80;791,40;164,40;30;0,00;31,83
10421;6/18/2010;61;2;2;53;964,27;694,28;269,99;15;125,78;31,83
10421;6/18/2010;61;2;2;77;138,35;104,83;33,52;10;18,05;31,83
10482;6/18/2010;23;6;1;40;175,90;152,05;23,85;10;0,00;44,07
10487;6/23/2010;62;2;2;19;48,45;40,12;8,33;5;0,00;58,30
10487;6/23/2010;62;2;2;26;1002,00;829,66;172,34;30;0,00;58,30
10487;6/23/2010;62;2;2;54;1008,30;667,90;340,40;24;201,66;58,30
10488;6/24/2010;25;8;2;59;264,00;218,59;45,41;30;0,00;41,02
10488;6/24/2010;25;8;2;73;29,04;20,04;9,00;20;4,84;41,02
10491;6/28/2010;28;4;1;44;1420,37;1022,66;397,71;15;185,26;49,27
10491;6/28/2010;28;4;1;77;114,31;82,30;32,01;7;14,91;49,27
10492;6/29/2010;44;8;2;25;868,14;684,59;183,55;60;41,34;31,75
10492;6/29/2010;44;8;2;42;290,22;254,23;35,99;20;13,82;31,75
10493;6/30/2010;82;1;3;65;156,59;117,87;38,72;15;14,23;21,74
10493;6/30/2010;82;1;3;66;219,23;165,02;54,21;10;19,93;21,74
10493;6/30/2010;82;1;3;69;20,57;15,48;5,09;10;1,87;21,74
10433;6/30/2010;60;4;1;56;1072,68;888,18;184,50;28;0,00;62,95
10494;6/30/2010;15;9;2;56;1061,10;878,59;182,51;30;0,00;26,06
10409;7/6/2010;54;3;2;14;294,96;244,23;50,73;12;0,00;56,30
10409;7/6/2010;54;3;2;21;131,52;108,90;22,62;12;0,00;56,30
10302;7/7/2010;32;1;3;17;1026,00;886,46;139,54;40;0,00;48,81
10302;7/7/2010;32;1;3;28;1198,68;1035,66;163,02;28;0,00;48,81
10302;7/7/2010;32;1;3;43;129,84;112,18;17,66;12;0,00;48,81
10444;7/9/2010;5;9;2;17;270,00;223,56;46,44;10;0,00;62,54
10444;7/9/2010;5;9;2;26;464,55;384,65;79,90;15;0,00;62,54
10444;7/9/2010;5;9;2;35;45,60;37,76;7,84;8;0,00;62,54
10444;7/9/2010;5;9;2;41;275,70;228,28;47,42;30;0,00;62,54
10540;7/16/2010;63;8;2;3;1146,00;928,26;217,74;60;0,00;71,42
10540;7/16/2010;63;8;2;26;1368,40;1108,40;260,00;40;0,00;71,42
10540;7/16/2010;63;8;2;38;2527,20;2047,03;480,17;30;0,00;71,42
10540;7/16/2010;63;8;2;68;456,40;369,68;86,72;35;0,00;71,42
10310;7/17/2010;32;1;3;16;85,30;73,70;11,60;10;0,00;37,33
10310;7/17/2010;32;1;3;62;160,95;139,06;21,89;5;0,00;37,33
10452;7/17/2010;71;9;2;28;736,35;609,70;126,65;15;0,00;33,50
10452;7/17/2010;71;9;2;44;8495,55;6699,35;1796,20;100;404,55;33,50
10543;7/18/2010;46;3;2;12;358,80;252,72;106,08;30;46,80;23,11
10543;7/18/2010;46;3;2;23;772,80;544,32;228,48;70;100,80;23,11
10454;7/18/2010;23;6;1;16;213,12;147,05;66,07;20;35,52;76,76
10454;7/18/2010;23;6;1;33;668,88;461,53;207,35;20;111,48;76,76
10454;7/18/2010;23;6;1;46;143,64;99,11;44,53;10;23,94;76,76
10453;7/18/2010;79;8;2;48;592,35;445,88;146,47;15;53,85;75,97
10453;7/18/2010;79;8;2;70;836,83;629,90;206,93;25;76,08;75,97
10546;7/20/2010;84;4;1;7;434,60;352,03;82,57;10;0,00;37,46
10546;7/20/2010;84;4;1;35;181,80;147,26;34,54;30;0,00;37,46
10546;7/20/2010;84;4;1;62;1180,40;956,12;224,28;40;0,00;37,46
10455;7/21/2010;80;1;3;39;1297,80;1074,58;223,22;20;0,00;69,02
10455;7/21/2010;80;1;3;53;3115,50;2579,63;535,87;50;0,00;69,02
10455;7/21/2010;80;1;3;61;668,75;553,73;115,02;25;0,00;69,02
10455;7/21/2010;80;1;3;71;835,50;691,79;143,71;30;0,00;69,02
10404;7/21/2010;49;6;1;26;1068,80;842,82;225,98;30;50,90;72,73
10404;7/21/2010;49;6;1;42;561,54;442,81;118,73;40;26,74;72,73
10404;7/21/2010;49;6;1;49;624,33;492,33;132,00;30;29,73;72,73
10456;7/22/2010;39;3;2;21;422,74;336,00;86,74;40;55,14;30,41
10456;7/22/2010;39;3;2;49;484,93;349,15;135,78;21;63,25;30,41
10457;7/22/2010;39;9;2;59;282,60;248,16;34,44;36;0,00;32,32
10460;7/25/2010;19;2;2;68;310,54;205,70;104,84;21;62,11;69,81
10460;7/25/2010;19;2;2;75;39,60;26,23;13,37;4;7,92;69,81
10551;7/25/2010;28;4;1;16;391,46;275,72;115,74;40;51,06;46,26
10551;7/25/2010;28;4;1;35;130,18;91,69;38,49;20;16,98;46,26
10551;7/25/2010;28;4;1;44;2739,60;2219,08;520,52;40;0,00;46,26
10429;7/26/2010;37;9;2;50;686,00;568,01;117,99;40;0,00;48,41
10429;7/26/2010;37;9;2;63;951,56;630,32;321,24;35;190,31;48,41
10317;7/27/2010;48;1;3;1;362,40;313,11;49,29;20;0,00;24,58
10553;7/27/2010;19;9;2;11;454,35;368,02;86,33;15;0,00;74,82
10553;7/27/2010;19;9;2;16;127,82;103,53;24,29;14;0,00;74,82
10553;7/27/2010;19;9;2;22;78,72;63,76;14,96;24;0,00;74,82
10553;7/27/2010;19;9;2;31;248,10;200,96;47,14;30;0,00;74,82
10553;7/27/2010;19;9;2;35;37,50;30,38;7,12;6;0,00;74,82
10462;7/28/2010;16;3;2;13;27,09;22,43;4,66;1;0,00;70,53
10462;7/28/2010;16;3;2;23;178,50;156,15;22,35;21;0,00;70,53
10269;7/28/2010;89;3;2;33;1726,20;1420,42;305,78;60;82,20;54,26
10269;7/28/2010;89;3;2;72;255,57;210,30;45,27;20;12,17;54,26
10370;7/30/2010;32;1;3;1;371,91;292,98;78,93;15;48,51;29,05
10370;7/30/2010;32;1;3;64;1020,60;881,80;138,80;30;0,00;29,05
10370;7/30/2010;32;1;3;74;750,72;564,02;186,70;20;97,92;29,05
10402;7/30/2010;20;4;1;23;544,20;450,60;93,60;60;0,00;46,63
10402;7/30/2010;20;4;1;63;1231,10;1019,35;211,75;65;0,00;46,63
10528;8/3/2010;32;1;3;11;88,11;72,96;15,15;3;0,00;25,64
10528;8/3/2010;32;1;3;33;261,41;180,37;81,04;8;43,57;25,64
10528;8/3/2010;32;1;3;72;95,94;79,44;16,50;9;0,00;25,64
10439;8/4/2010;51;1;3;12;153,30;126,93;26,37;15;0,00;63,71
10439;8/4/2010;51;1;3;16;159,68;132,22;27,46;16;0,00;63,71
10439;8/4/2010;51;1;3;64;210,12;173,98;36,14;6;0,00;63,71
10439;8/4/2010;51;1;3;74;985,50;815,99;169,51;30;0,00;63,71
10498;8/4/2010;35;3;2;24;68,60;56,80;11,80;14;0,00;48,66
10498;8/4/2010;35;3;2;40;90,00;74,52;15,48;5;0,00;48,66
10498;8/4/2010;35;3;2;42;453,00;375,08;77,92;30;0,00;48,66
10325;8/6/2010;39;3;2;6;22,26;19,23;3,03;6;0,00;43,29
10325;8/6/2010;39;3;2;13;277,08;239,40;37,68;12;0,00;43,29
10325;8/6/2010;39;3;2;14;190,26;164,38;25,88;9;0,00;43,29
10325;8/6/2010;39;3;2;31;31,20;26,96;4,24;4;0,00;43,29
10325;8/6/2010;39;3;2;72;438,40;378,78;59,62;40;0,00;43,29
10537;8/11/2010;68;6;1;31;240,00;194,40;45,60;30;0,00;36,46
10537;8/11/2010;68;6;1;51;552,84;447,80;105,04;6;0,00;36,46
10537;8/11/2010;68;6;1;58;1043,40;845,15;198,25;20;0,00;36,46
10537;8/11/2010;68;6;1;72;233,52;189,15;44,37;21;0,00;36,46
10537;8/11/2010;68;6;1;73;9,36;7,58;1,78;9;0,00;36,46
10515;8/20/2010;63;8;2;9;773,72;557,08;216,64;16;100,92;66,26
10515;8/20/2010;63;8;2;16;434,00;359,35;74,65;50;0,00;66,26
10515;8/20/2010;63;8;2;27;5004,00;4143,31;860,69;120;0,00;66,26
10515;8/20/2010;63;8;2;33;515,38;371,08;144,30;16;67,22;66,26
10515;8/20/2010;63;8;2;60;516,81;372,10;144,71;84;67,41;66,26
10521;8/26/2010;12;2;2;35;18,72;15,50;3,22;3;0,00;49,83
10521;8/26/2010;12;2;2;41;96,30;79,74;16,56;10;0,00;49,83
10521;8/26/2010;12;2;2;68;76,68;63,49;13,19;6;0,00;49,83
10522;8/27/2010;44;8;2;1;1038,24;716,39;321,85;40;173,04;38,79
10522;8/27/2010;44;8;2;8;502,32;415,92;86,40;24;0,00;38,79
10522;8/27/2010;44;8;2;30;621,12;428,57;192,55;20;103,52;38,79
10522;8/27/2010;44;8;2;40;547,50;377,77;169,73;25;91,25;38,79
10400;8/29/2010;19;9;2;29;2554,65;2115,25;439,40;21;0,00;49,41
10567;8/29/2010;37;9;2;31;624,24;421,36;202,88;60;104,04;40,24
10400;8/29/2010;19;9;2;35;203,00;168,08;34,92;35;0,00;49,41
10400;8/29/2010;19;9;2;49;646,50;563,20;83,30;30;0,00;49,41
10567;8/29/2010;37;9;2;51;324,06;262,49;61,57;3;0,00;40,24
10567;8/29/2010;37;9;2;59;386,88;261,88;125,00;40;64,48;40,24
10272;8/30/2010;65;3;2;20;529,50;457,49;72,01;6;0,00;40,25
10272;8/30/2010;65;3;2;31;312,40;269,91;42,49;40;0,00;40,25
10272;8/30/2010;65;3;2;72;282,24;263,43;18,81;24;0,00;40,25
10555;8/30/2010;23;6;1;14;772,56;521,48;251,08;30;128,76;50,88
10555;8/30/2010;23;6;1;19;357,00;240,97;116,03;35;59,50;50,88
10555;8/30/2010;23;6;1;24;88,56;59,78;28,78;18;14,76;50,88
10555;8/30/2010;23;6;1;51;2441,04;1647,70;793,34;20;406,84;50,88
10555;8/30/2010;23;6;1;56;1915,20;1292,76;622,44;40;319,20;50,88
10556;8/31/2010;73;3;2;72;281,28;227,84;53,44;24;0,00;70,90
10465;9/2/2010;19;3;2;24;110,25;91,29;18,96;25;0,00;64,55
10465;9/2/2010;19;3;2;29;2646,86;2087,20;559,66;18;240,62;64,55
10465;9/2/2010;19;3;2;40;387,00;320,44;66,56;20;0,00;64,55
10465;9/2/2010;19;3;2;45;339,57;255,60;83,97;30;30,87;64,55
10465;9/2/2010;19;3;2;50;378,25;313,19;65,06;25;0,00;64,55
10499;9/5/2010;46;9;2;28;872,80;772,15;100,65;20;0,00;38,53
10499;9/5/2010;46;9;2;49;476,50;394,54;81,96;25;0,00;38,53
10502;9/7/2010;58;8;2;45;210,00;173,88;36,12;21;0,00;75,02
10502;9/7/2010;58;8;2;53;400,98;332,01;68,97;6;0,00;75,02
10502;9/7/2010;58;8;2;67;1899,60;1572,87;326,73;30;0,00;75,02
10503;9/8/2010;37;3;2;14;1743,70;1443,78;299,92;70;0,00;29,87
10503;9/8/2010;37;3;2;65;197,40;181,11;16,29;20;0,00;29,87
10504;9/8/2010;89;9;2;2;246,00;203,69;42,31;12;0,00;37,89
10504;9/8/2010;89;9;2;21;129,00;106,81;22,19;12;0,00;37,89
10504;9/8/2010;89;9;2;53;623,20;516,01;107,19;10;0,00;37,89
10504;9/8/2010;89;9;2;61;650,50;538,61;111,89;25;0,00;37,89
10412;9/10/2010;87;8;2;14;560,78;422,11;138,67;20;50,98;37,28
10505;9/11/2010;51;1;3;62;94,08;77,90;16,18;3;0,00;35,90
10506;9/12/2010;39;9;2;25;292,45;220,13;72,32;18;26,59;66,45
10506;9/12/2010;39;9;2;70;473,55;356,45;117,10;14;43,05;66,45
10508;9/13/2010;56;8;2;13;240,90;199,47;41,43;10;0,00;60,12
10508;9/13/2010;56;8;2;39;640,20;530,09;110,11;10;0,00;60,12
10390;9/20/2010;32;1;3;31;595,98;448,61;147,37;60;54,18;21,89
10390;9/20/2010;32;1;3;35;288,64;217,27;71,37;40;26,24;21,89
10390;9/20/2010;32;1;3;46;487,35;403,53;83,82;45;0,00;21,89
10390;9/20/2010;32;1;3;72;288,82;217,40;71,42;24;26,26;21,89
10423;9/20/2010;31;2;2;31;107,66;89,14;18,52;14;0,00;49,89
10423;9/20/2010;31;2;2;59;178,40;147,72;30,68;20;0,00;49,89
10427;9/24/2010;59;4;1;14;851,55;706,90;144,65;35;0,00;50,46
10468;10/4/2010;39;9;2;30;188,40;156,00;32,40;8;0,00;56,09
10468;10/4/2010;39;9;2;43;173,85;143,95;29,90;15;0,00;56,09
10511;10/15/2010;82;1;3;4;1371,95;987,80;384,15;50;178,95;30,11
10511;10/15/2010;82;1;3;7;2442,60;1758,67;683,93;50;318,60;30,11
10511;10/15/2010;82;1;3;8;252,66;181,91;70,75;10;32,95;30,11
10259;10/15/2010;13;3;2;21;101,40;87,61;13,79;10;0,00;30,11
10259;10/15/2010;13;3;2;37;4,37;3,78;0,59;1;0,00;30,11
10481;10/17/2010;67;2;2;49;454,80;386,21;68,59;24;0,00;48,38
10481;10/17/2010;67;2;2;60;204,80;169,57;35,23;40;0,00;48,38
10514;10/19/2010;82;1;3;20;3433,17;2842,66;590,51;39;0,00;40,04
10514;10/19/2010;82;1;3;28;1618,05;1339,75;278,30;35;0,00;40,04
10514;10/19/2010;82;1;3;56;2674,70;2214,65;460,05;70;0,00;40,04
10514;10/19/2010;82;1;3;65;429,00;361,39;67,61;39;0,00;40,04
10514;10/19/2010;82;1;3;75;368,50;305,12;63,38;50;0,00;40,04
10516;10/21/2010;37;9;2;18;749,38;564,08;185,30;25;68,13;78,18
10516;10/21/2010;37;9;2;41;924,00;695,52;228,48;80;84,00;78,18
